Time_s	Pulse	Resp
242.102	2187.000	90.935
242.106	2173.000	91.085
242.110	2158.000	91.313
242.114	2144.000	91.611
242.118	2131.000	91.969
242.122	2117.000	92.379
242.126	2104.000	92.833
242.130	2090.000	93.320
242.134	2076.000	93.834
242.138	2063.000	94.364
242.142	2049.000	94.903
242.146	2035.000	95.441
242.150	2019.000	95.970
242.154	2002.000	96.481
242.158	1986.000	96.965
242.162	1970.000	97.413
242.166	1954.000	97.817
242.170	1938.000	98.169
242.174	1921.000	98.464
242.178	1906.000	98.706
242.182	1889.000	98.896
242.186	1874.000	99.038
242.190	1859.000	99.134
242.194	1845.000	99.186
242.198	1829.000	99.198
242.202	1816.000	99.171
242.206	1803.000	99.108
242.210	1790.000	99.012
242.214	1779.000	98.885
242.218	1769.000	98.730
242.222	1760.000	98.549
242.226	1752.000	98.344
242.230	1743.000	98.119
242.234	1734.000	97.876
242.238	1724.000	97.615
242.242	1714.000	97.336
242.246	1702.000	97.036
242.250	1690.000	96.714
242.254	1677.000	96.369
242.258	1664.000	95.999
242.262	1650.000	95.604
242.266	1637.000	95.181
242.270	1625.000	94.730
242.274	1612.000	94.248
242.278	1600.000	93.735
242.282	1589.000	93.189
242.286	1578.000	92.609
242.290	1567.000	91.994
242.294	1557.000	91.341
242.298	1549.000	90.650
242.302	1540.000	89.923
242.306	1532.000	89.165
242.310	1525.000	88.384
242.314	1517.000	87.584
242.318	1510.000	86.772
242.322	1504.000	85.953
242.326	1496.000	85.135
242.330	1489.000	84.321
242.334	1483.000	83.519
242.338	1477.000	82.735
242.342	1471.000	81.974
242.346	1466.000	81.243
242.350	1461.000	80.547
242.354	1457.000	79.892
242.358	1452.000	79.284
242.362	1448.000	78.730
242.366	1444.000	78.228
242.370	1441.000	77.773
242.374	1438.000	77.358
242.378	1436.000	76.977
242.382	1435.000	76.624
242.386	1433.000	76.293
242.390	1433.000	75.976
242.394	1432.000	75.668
242.398	1433.000	75.363
242.402	1432.000	75.054
242.406	1434.000	74.734
242.410	1437.000	74.398
242.414	1440.000	74.039
242.418	1442.000	73.651
242.422	1446.000	73.227
242.426	1449.000	72.762
242.430	1454.000	72.256
242.434	1457.000	71.719
242.438	1461.000	71.160
242.442	1463.000	70.588
242.446	1466.000	70.011
242.450	1468.000	69.440
242.454	1469.000	68.883
242.458	1470.000	68.348
242.462	1471.000	67.847
242.466	1471.000	67.386
242.470	1472.000	66.976
242.474	1473.000	66.626
242.478	1473.000	66.344
242.482	1474.000	66.140
242.486	1476.000	66.023
242.490	1478.000	66.002
242.494	1482.000	66.076
242.498	1488.000	66.240
242.502	1496.000	66.483
242.506	1506.000	66.799
242.510	1520.000	67.179
242.514	1537.000	67.614
242.518	1557.000	68.098
242.522	1582.000	68.622
242.526	1611.000	69.177
242.530	1645.000	69.756
242.534	1682.000	70.350
242.538	1724.000	70.952
242.542	1769.000	71.553
242.546	1818.000	72.146
242.550	1869.000	72.721
242.554	1923.000	73.272
242.558	1978.000	73.795
242.562	2037.000	74.290
242.566	2097.000	74.760
242.570	2158.000	75.206
242.574	2218.000	75.628
242.578	2278.000	76.029
242.582	2337.000	76.409
242.586	2393.000	76.770
242.590	2448.000	77.113
242.594	2499.000	77.440
242.598	2548.000	77.751
242.602	2595.000	78.049
242.606	2638.000	78.334
242.610	2679.000	78.608
242.614	2717.000	78.871
242.618	2753.000	79.127
242.622	2787.000	79.376
242.626	2819.000	79.624
242.630	2849.000	79.875
242.634	2876.000	80.132
242.638	2900.000	80.402
242.642	2923.000	80.687
242.646	2942.000	80.991
242.650	2958.000	81.321
242.654	2973.000	81.679
242.658	2984.000	82.069
242.662	2993.000	82.497
242.666	2999.000	82.967
242.670	3003.000	83.482
242.674	3005.000	84.048
242.678	3005.000	84.668
242.682	3003.000	85.347
242.686	2999.000	86.082
242.690	2994.000	86.866
242.694	2988.000	87.689
242.698	2980.000	88.545
242.702	2971.000	89.425
242.706	2961.000	90.319
242.710	2949.000	91.221
242.714	2936.000	92.122
242.718	2921.000	93.013
242.722	2905.000	93.886
242.726	2889.000	94.733
242.730	2869.000	95.546
242.734	2849.000	96.316
242.738	2826.000	97.035
242.742	2804.000	97.695
242.746	2779.000	98.287
242.750	2754.000	98.808
242.754	2729.000	99.256
242.758	2703.000	99.632
242.762	2676.000	99.934
242.766	2650.000	100.163
242.770	2623.000	100.317
242.774	2597.000	100.397
242.778	2571.000	100.402
242.782	2545.000	100.331
242.786	2521.000	100.184
242.790	2495.000	99.961
242.794	2471.000	99.661
242.798	2445.000	99.284
242.802	2421.000	98.829
242.806	2397.000	98.296
242.810	2373.000	97.685
242.814	2352.000	97.004
242.818	2329.000	96.273
242.822	2306.000	95.511
242.826	2285.000	94.735
242.830	2264.000	93.966
242.834	2244.000	93.222
242.838	2225.000	92.521
242.842	2206.000	91.883
242.846	2187.000	91.327
242.850	2169.000	90.871
242.854	2153.000	90.534
242.858	2136.000	90.335
242.862	2118.000	90.294
242.866	2103.000	90.428
242.870	2088.000	90.757
242.874	2073.000	91.298
242.878	2059.000	92.048
242.882	2044.000	92.982
242.886	2029.000	94.071
242.890	2016.000	95.291
242.894	2001.000	96.613
242.898	1987.000	98.011
242.902	1973.000	99.460
242.906	1957.000	100.931
242.910	1942.000	102.398
242.914	1926.000	103.835
242.918	1911.000	105.214
242.922	1896.000	106.510
242.926	1881.000	107.695
242.930	1867.000	108.743
242.934	1853.000	109.628
242.938	1839.000	110.322
242.942	1827.000	110.825
242.946	1815.000	111.157
242.950	1804.000	111.340
242.954	1793.000	111.395
242.958	1781.000	111.346
242.962	1770.000	111.213
242.966	1758.000	111.019
242.970	1746.000	110.786
242.974	1734.000	110.536
242.978	1723.000	110.290
242.982	1710.000	110.070
242.986	1698.000	109.899
242.990	1686.000	109.799
242.994	1674.000	109.791
242.998	1662.000	109.897
243.002	1650.000	110.139
243.006	1637.000	110.520
243.010	1625.000	111.027
243.014	1613.000	111.646
243.018	1602.000	112.362
243.022	1590.000	113.162
243.026	1580.000	114.030
243.030	1569.000	114.953
243.034	1559.000	115.917
243.038	1551.000	116.907
243.042	1544.000	117.909
243.046	1537.000	118.909
243.050	1530.000	119.892
243.054	1524.000	120.845
243.058	1518.000	121.753
243.062	1511.000	122.602
243.066	1505.000	123.378
243.070	1498.000	124.077
243.074	1492.000	124.704
243.078	1486.000	125.265
243.082	1481.000	125.765
243.086	1475.000	126.210
243.090	1471.000	126.606
243.094	1466.000	126.959
243.098	1462.000	127.274
243.102	1460.000	127.556
243.106	1456.000	127.812
243.110	1454.000	128.047
243.114	1453.000	128.267
243.118	1453.000	128.478
243.122	1454.000	128.685
243.126	1455.000	128.893
243.130	1456.000	129.109
243.134	1456.000	129.337
243.138	1455.000	129.577
243.142	1455.000	129.832
243.146	1455.000	130.104
243.150	1454.000	130.394
243.154	1453.000	130.704
243.158	1453.000	131.037
243.162	1453.000	131.393
243.166	1453.000	131.774
243.170	1453.000	132.183
243.174	1454.000	132.621
243.178	1456.000	133.090
243.182	1457.000	133.592
243.186	1459.000	134.128
243.190	1460.000	134.700
243.194	1461.000	135.310
243.198	1461.000	135.957
243.202	1460.000	136.640
243.206	1459.000	137.355
243.210	1459.000	138.100
243.214	1458.000	138.873
243.218	1457.000	139.670
243.222	1456.000	140.490
243.226	1457.000	141.329
243.230	1458.000	142.186
243.234	1461.000	143.058
243.238	1466.000	143.941
243.242	1471.000	144.835
243.246	1479.000	145.735
243.250	1489.000	146.640
243.254	1502.000	147.547
243.258	1519.000	148.453
243.262	1537.000	149.356
243.266	1560.000	150.252
243.270	1587.000	151.137
243.274	1617.000	152.010
243.278	1652.000	152.865
243.282	1691.000	153.701
243.286	1734.000	154.513
243.290	1780.000	155.298
243.294	1830.000	156.053
243.298	1882.000	156.775
243.302	1936.000	157.460
243.306	1991.000	158.105
243.310	2047.000	158.707
243.314	2104.000	159.262
243.318	2162.000	159.767
243.322	2220.000	160.219
243.326	2277.000	160.621
243.330	2334.000	160.980
243.334	2391.000	161.306
243.338	2446.000	161.606
243.342	2499.000	161.890
243.346	2550.000	162.165
243.350	2597.000	162.441
243.354	2641.000	162.726
243.358	2681.000	163.028
243.362	2718.000	163.356
243.366	2752.000	163.718
243.370	2782.000	164.123
243.374	2810.000	164.579
243.378	2835.000	165.095
243.382	2857.000	165.679
243.386	2876.000	166.340
243.390	2892.000	167.076
243.394	2906.000	167.875
243.398	2918.000	168.727
243.402	2928.000	169.618
243.406	2936.000	170.539
243.410	2940.000	171.476
243.414	2943.000	172.419
243.418	2945.000	173.355
243.422	2943.000	174.273
243.426	2941.000	175.162
243.430	2938.000	176.010
243.434	2932.000	176.804
243.438	2925.000	177.534
243.442	2917.000	178.188
243.446	2907.000	178.754
243.450	2896.000	179.220
243.454	2884.000	179.587
243.458	2871.000	179.861
243.462	2856.000	180.051
243.466	2840.000	180.168
243.470	2823.000	180.218
243.474	2804.000	180.212
243.478	2784.000	180.157
243.482	2762.000	180.064
243.486	2739.000	179.940
243.490	2716.000	179.794
243.494	2691.000	179.635
243.498	2668.000	179.473
243.502	2642.000	179.315
243.506	2617.000	179.171
243.510	2591.000	179.050
243.514	2565.000	178.959
243.518	2538.000	178.902
243.522	2512.000	178.873
243.526	2486.000	178.869
243.530	2460.000	178.884
243.534	2434.000	178.914
243.538	2410.000	178.955
243.542	2386.000	179.002
243.546	2362.000	179.051
243.550	2340.000	179.096
243.554	2317.000	179.134
243.558	2296.000	179.159
243.562	2274.000	179.168
243.566	2255.000	179.155
243.570	2236.000	179.117
243.574	2218.000	179.047
243.578	2201.000	178.944
243.582	2185.000	178.807
243.586	2170.000	178.648
243.590	2156.000	178.475
243.594	2141.000	178.297
243.598	2126.000	178.125
243.602	2111.000	177.967
243.606	2097.000	177.833
243.610	2083.000	177.733
243.614	2069.000	177.675
243.618	2056.000	177.670
243.622	2044.000	177.727
243.626	2030.000	177.855
243.630	2018.000	178.064
243.634	2005.000	178.362
243.638	1994.000	178.761
243.642	1983.000	179.267
243.646	1970.000	179.880
243.650	1959.000	180.582
243.654	1947.000	181.359
243.658	1936.000	182.195
243.662	1924.000	183.075
243.666	1911.000	183.982
243.670	1899.000	184.902
243.674	1885.000	185.818
243.678	1871.000	186.714
243.682	1857.000	187.577
243.686	1844.000	188.389
243.690	1830.000	189.134
243.694	1817.000	189.799
243.698	1802.000	190.366
243.702	1789.000	190.820
243.706	1773.000	191.147
243.710	1760.000	191.346
243.714	1746.000	191.437
243.718	1733.000	191.436
243.722	1720.000	191.361
243.726	1708.000	191.231
243.730	1695.000	191.062
243.734	1684.000	190.874
243.738	1673.000	190.684
243.742	1662.000	190.510
243.746	1650.000	190.369
243.750	1639.000	190.280
243.754	1628.000	190.261
243.758	1616.000	190.329
243.762	1605.000	190.503
243.766	1595.000	190.800
243.770	1585.000	191.237
243.774	1577.000	191.814
243.778	1567.000	192.512
243.782	1560.000	193.312
243.786	1553.000	194.194
243.790	1547.000	195.140
243.794	1542.000	196.129
243.798	1537.000	197.142
243.802	1532.000	198.160
243.806	1528.000	199.164
243.810	1524.000	200.134
243.814	1520.000	201.051
243.818	1516.000	201.895
243.822	1512.000	202.648
243.826	1508.000	203.289
243.830	1504.000	203.800
243.834	1501.000	204.161
243.838	1497.000	204.375
243.842	1493.000	204.461
243.846	1490.000	204.441
243.850	1487.000	204.337
243.854	1484.000	204.170
243.858	1481.000	203.961
243.862	1477.000	203.731
243.866	1475.000	203.503
243.870	1473.000	203.298
243.874	1472.000	203.137
243.878	1471.000	203.042
243.882	1471.000	203.033
243.886	1471.000	203.134
243.890	1472.000	203.364
243.894	1473.000	203.746
243.898	1476.000	204.299
243.902	1478.000	205.026
243.906	1481.000	205.907
243.910	1485.000	206.923
243.914	1488.000	208.053
243.918	1491.000	209.280
243.922	1495.000	210.582
243.926	1498.000	211.941
243.930	1501.000	213.336
243.934	1503.000	214.749
243.938	1505.000	216.159
243.942	1507.000	217.548
243.946	1509.000	218.895
243.950	1510.000	220.181
243.954	1512.000	221.386
243.958	1513.000	222.491
243.962	1514.000	223.477
243.966	1515.000	224.339
243.970	1516.000	225.086
243.974	1519.000	225.729
243.978	1521.000	226.277
243.982	1527.000	226.741
243.986	1535.000	227.129
243.990	1545.000	227.453
243.994	1559.000	227.722
243.998	1577.000	227.946
244.002	1599.000	228.136
244.006	1626.000	228.300
244.010	1658.000	228.450
244.014	1694.000	228.595
244.018	1733.000	228.744
244.022	1777.000	228.909
244.026	1825.000	229.098
244.030	1876.000	229.317
244.034	1930.000	229.563
244.038	1985.000	229.837
244.042	2044.000	230.136
244.046	2103.000	230.459
244.050	2161.000	230.805
244.054	2220.000	231.173
244.058	2278.000	231.561
244.062	2336.000	231.969
244.066	2391.000	232.395
244.070	2445.000	232.837
244.074	2496.000	233.295
244.078	2544.000	233.767
244.082	2590.000	234.251
244.086	2633.000	234.748
244.090	2672.000	235.255
244.094	2709.000	235.774
244.098	2743.000	236.312
244.102	2774.000	236.872
244.106	2804.000	237.461
244.110	2830.000	238.083
244.114	2854.000	238.745
244.118	2876.000	239.451
244.122	2895.000	240.207
244.126	2911.000	241.018
244.130	2926.000	241.889
244.134	2938.000	242.826
244.138	2948.000	243.834
244.142	2957.000	244.919
244.146	2965.000	246.085
244.150	2970.000	247.339
244.154	2973.000	248.684
244.158	2974.000	250.118
244.162	2974.000	251.628
244.166	2972.000	253.201
244.170	2969.000	254.825
244.174	2964.000	256.486
244.178	2958.000	258.172
244.182	2949.000	259.871
244.186	2938.000	261.569
244.190	2925.000	263.253
244.194	2909.000	264.912
244.198	2892.000	266.532
244.202	2874.000	268.100
244.206	2854.000	269.604
244.210	2833.000	271.032
244.214	2812.000	272.369
244.218	2790.000	273.604
244.222	2767.000	274.736
244.226	2744.000	275.772
244.230	2719.000	276.722
244.234	2694.000	277.594
244.238	2669.000	278.399
244.242	2644.000	279.144
244.246	2618.000	279.839
244.250	2593.000	280.493
244.254	2566.000	281.115
244.258	2541.000	281.714
244.262	2516.000	282.299
244.266	2492.000	282.879
244.270	2467.000	283.463
244.274	2444.000	284.060
244.278	2421.000	284.679
244.282	2398.000	285.329
244.286	2376.000	286.014
244.290	2354.000	286.729
244.294	2333.000	287.474
244.298	2313.000	288.243
244.302	2293.000	289.036
244.306	2275.000	289.848
244.310	2256.000	290.677
244.314	2237.000	291.520
244.318	2219.000	292.375
244.322	2202.000	293.237
244.326	2184.000	294.105
244.330	2169.000	294.976
244.334	2153.000	295.846
244.338	2138.000	296.712
244.342	2124.000	297.573
244.346	2110.000	298.424
244.350	2097.000	299.265
244.354	2085.000	300.095
244.358	2072.000	300.913
244.362	2060.000	301.719
244.366	2049.000	302.513
244.370	2039.000	303.294
244.374	2030.000	304.062
244.378	2020.000	304.816
244.382	2009.000	305.557
244.386	1998.000	306.283
244.390	1987.000	306.994
244.394	1974.000	307.690
244.398	1961.000	308.370
244.402	1947.000	309.034
244.406	1933.000	309.682
244.410	1917.000	310.313
244.414	1902.000	310.926
244.418	1885.000	311.517
244.422	1867.000	312.084
244.426	1850.000	312.625
244.430	1832.000	313.135
244.434	1816.000	313.613
244.438	1801.000	314.056
244.442	1785.000	314.461
244.446	1771.000	314.825
244.450	1758.000	315.145
244.454	1745.000	315.419
244.458	1733.000	315.643
244.462	1722.000	315.816
244.466	1710.000	315.933
244.470	1698.000	315.993
244.474	1688.000	315.992
244.478	1678.000	315.931
244.482	1668.000	315.812
244.486	1657.000	315.638
244.490	1648.000	315.412
244.494	1637.000	315.137
244.498	1628.000	314.816
244.502	1617.000	314.452
244.506	1609.000	314.046
244.510	1600.000	313.603
244.514	1592.000	313.126
244.518	1585.000	312.616
244.522	1578.000	312.076
244.526	1571.000	311.511
244.530	1564.000	310.922
244.534	1559.000	310.312
244.538	1553.000	309.684
244.542	1547.000	309.040
244.546	1542.000	308.380
244.550	1538.000	307.704
244.554	1534.000	307.012
244.558	1532.000	306.305
244.562	1530.000	305.582
244.566	1529.000	304.845
244.570	1528.000	304.092
244.574	1526.000	303.326
244.578	1525.000	302.544
244.582	1524.000	301.749
244.586	1522.000	300.940
244.590	1522.000	300.116
244.594	1521.000	299.280
244.598	1521.000	298.430
244.602	1520.000	297.567
244.606	1520.000	296.693
244.610	1519.000	295.811
244.614	1519.000	294.926
244.618	1520.000	294.040
244.622	1519.000	293.157
244.626	1520.000	292.282
244.630	1521.000	291.417
244.634	1521.000	290.566
244.638	1521.000	289.733
244.642	1521.000	288.921
244.646	1521.000	288.134
244.650	1521.000	287.376
244.654	1524.000	286.650
244.658	1526.000	285.960
244.662	1528.000	285.309
244.666	1530.000	284.702
244.670	1533.000	284.137
244.674	1534.000	283.614
244.678	1536.000	283.127
244.682	1538.000	282.675
244.686	1540.000	282.255
244.690	1542.000	281.863
244.694	1545.000	281.497
244.698	1549.000	281.154
244.702	1554.000	280.830
244.706	1560.000	280.523
244.710	1568.000	280.230
244.714	1579.000	279.947
244.718	1591.000	279.672
244.722	1606.000	279.402
244.726	1626.000	279.134
244.730	1650.000	278.865
244.734	1678.000	278.597
244.738	1710.000	278.337
244.742	1747.000	278.091
244.746	1788.000	277.866
244.750	1833.000	277.670
244.754	1880.000	277.508
244.758	1930.000	277.387
244.762	1984.000	277.315
244.766	2038.000	277.298
244.770	2095.000	277.343
244.774	2154.000	277.457
244.778	2212.000	277.646
244.782	2269.000	277.917
244.786	2328.000	278.277
244.790	2385.000	278.734
244.794	2440.000	279.292
244.798	2495.000	279.954
244.802	2547.000	280.715
244.806	2599.000	281.568
244.810	2647.000	282.510
244.814	2693.000	283.534
244.818	2736.000	284.636
244.822	2776.000	285.811
244.826	2815.000	287.053
244.830	2850.000	288.357
244.834	2881.000	289.719
244.838	2911.000	291.133
244.842	2938.000	292.593
244.846	2961.000	294.095
244.850	2983.000	295.634
244.854	3002.000	297.205
244.858	3018.000	298.801
244.862	3033.000	300.419
244.866	3044.000	302.053
244.870	3052.000	303.697
244.874	3057.000	305.346
244.878	3061.000	306.996
244.882	3063.000	308.640
244.886	3062.000	310.274
244.890	3061.000	311.892
244.894	3057.000	313.490
244.898	3052.000	315.061
244.902	3048.000	316.601
244.906	3041.000	318.104
244.910	3034.000	319.565
244.914	3026.000	320.979
244.918	3018.000	322.341
244.922	3008.000	323.645
244.926	2997.000	324.898
244.930	2986.000	326.117
244.934	2974.000	327.319
244.938	2959.000	328.521
244.942	2943.000	329.741
244.946	2926.000	330.997
244.950	2906.000	332.305
244.954	2884.000	333.683
244.958	2860.000	335.148
244.962	2833.000	336.718
244.966	2806.000	338.410
244.970	2778.000	340.241
244.974	2748.000	342.230
244.978	2717.000	344.392
244.982	2686.000	346.746
244.986	2655.000	349.308
244.990	2623.000	352.072
244.994	2592.000	355.013
244.998	2562.000	358.103
245.002	2533.000	361.313
245.006	2503.000	364.617
245.010	2475.000	367.986
245.014	2449.000	371.394
245.018	2424.000	374.812
245.022	2399.000	378.213
245.026	2375.000	381.570
245.030	2352.000	384.854
245.034	2330.000	388.039
245.038	2309.000	391.096
245.042	2290.000	393.998
245.046	2273.000	396.717
245.050	2255.000	399.228
245.054	2238.000	401.525
245.058	2222.000	403.627
245.062	2206.000	405.555
245.066	2191.000	407.329
245.070	2175.000	408.967
245.074	2159.000	410.490
245.078	2143.000	411.918
245.082	2127.000	413.270
245.086	2112.000	414.566
245.090	2096.000	415.827
245.094	2080.000	417.071
245.098	2064.000	418.319
245.102	2049.000	419.590
245.106	2033.000	420.904
245.110	2018.000	422.282
245.114	2004.000	423.741
245.118	1990.000	425.290
245.122	1977.000	426.922
245.126	1962.000	428.631
245.130	1948.000	430.411
245.134	1934.000	432.257
245.138	1920.000	434.161
245.142	1907.000	436.117
245.146	1893.000	438.120
245.150	1880.000	440.163
245.154	1866.000	442.241
245.158	1851.000	444.346
245.162	1836.000	446.473
245.166	1821.000	448.616
245.170	1806.000	450.768
245.174	1793.000	452.923
245.178	1779.000	455.076
245.182	1766.000	457.225
245.186	1753.000	459.376
245.190	1741.000	461.532
245.194	1727.000	463.700
245.198	1713.000	465.884
245.202	1700.000	468.088
245.206	1687.000	470.319
245.210	1674.000	472.579
245.214	1662.000	474.876
245.218	1650.000	477.212
245.222	1639.000	479.594
245.226	1627.000	482.025
245.230	1617.000	484.512
245.234	1606.000	487.058
245.238	1597.000	489.669
245.242	1587.000	492.349
245.246	1578.000	495.099
245.250	1570.000	497.917
245.254	1562.000	500.799
245.258	1556.000	503.743
245.262	1549.000	506.744
245.266	1545.000	509.801
245.270	1539.000	512.909
245.274	1534.000	516.067
245.278	1528.000	519.270
245.282	1522.000	522.517
245.286	1517.000	525.803
245.290	1511.000	529.125
245.294	1505.000	532.482
245.298	1498.000	535.869
245.302	1493.000	539.283
245.306	1486.000	542.722
245.310	1481.000	546.184
245.314	1475.000	549.666
245.318	1469.000	553.167
245.322	1464.000	556.687
245.326	1458.000	560.223
245.330	1453.000	563.774
245.334	1448.000	567.339
245.338	1445.000	570.917
245.342	1442.000	574.505
245.346	1440.000	578.103
245.350	1439.000	581.709
245.354	1438.000	585.322
245.358	1437.000	588.940
245.362	1436.000	592.563
245.366	1437.000	596.187
245.370	1438.000	599.813
245.374	1441.000	603.442
245.378	1443.000	607.081
245.382	1447.000	610.734
245.386	1450.000	614.408
245.390	1454.000	618.108
245.394	1457.000	621.840
245.398	1462.000	625.610
245.402	1465.000	629.424
245.406	1467.000	633.287
245.410	1469.000	637.205
245.414	1470.000	641.184
245.418	1471.000	645.230
245.422	1471.000	649.349
245.426	1471.000	653.546
245.430	1470.000	657.826
245.434	1469.000	662.197
245.438	1469.000	666.654
245.442	1469.000	671.189
245.446	1471.000	675.792
245.450	1474.000	680.453
245.454	1480.000	685.162
245.458	1490.000	689.909
245.462	1505.000	694.684
245.466	1524.000	699.477
245.470	1548.000	704.279
245.474	1578.000	709.078
245.478	1611.000	713.866
245.482	1649.000	718.632
245.486	1693.000	723.367
245.490	1742.000	728.060
245.494	1795.000	732.702
245.498	1852.000	737.282
245.502	1910.000	741.800
245.506	1972.000	746.260
245.510	2035.000	750.670
245.514	2100.000	755.034
245.518	2162.000	759.360
245.522	2225.000	763.654
245.526	2287.000	767.921
245.530	2347.000	772.168
245.534	2405.000	776.401
245.538	2462.000	780.627
245.542	2515.000	784.850
245.546	2566.000	789.078
245.550	2614.000	793.317
245.554	2658.000	797.572
245.558	2699.000	801.850
245.562	2738.000	806.157
245.566	2774.000	810.494
245.570	2807.000	814.853
245.574	2837.000	819.230
245.578	2866.000	823.618
245.582	2893.000	828.012
245.586	2917.000	832.406
245.590	2939.000	836.793
245.594	2958.000	841.169
245.598	2976.000	845.526
245.602	2992.000	849.859
245.606	3005.000	854.163
245.610	3016.000	858.430
245.614	3026.000	862.656
245.618	3033.000	866.835
245.622	3037.000	870.959
245.626	3040.000	875.025
245.630	3041.000	879.032
245.634	3039.000	882.988
245.638	3036.000	886.899
245.642	3032.000	890.774
245.646	3025.000	894.618
245.650	3018.000	898.440
245.654	3008.000	902.246
245.658	3000.000	906.045
245.662	2990.000	909.842
245.666	2979.000	913.645
245.670	2968.000	917.463
245.674	2954.000	921.300
245.678	2941.000	925.166
245.682	2924.000	929.067
245.686	2906.000	933.010
245.690	2887.000	937.003
245.694	2868.000	941.047
245.698	2846.000	945.141
245.702	2823.000	949.283
245.706	2798.000	953.468
245.710	2772.000	957.696
245.714	2743.000	961.963
245.718	2714.000	966.267
245.722	2682.000	970.606
245.726	2650.000	974.977
245.730	2618.000	979.378
245.734	2586.000	983.806
245.738	2553.000	988.258
245.742	2522.000	992.733
245.746	2492.000	997.227
245.750	2462.000	1001.739
245.754	2432.000	1006.265
245.758	2403.000	1010.805
245.762	2373.000	1015.361
245.766	2345.000	1019.934
245.770	2318.000	1024.524
245.774	2293.000	1029.133
245.778	2267.000	1033.763
245.782	2243.000	1038.414
245.786	2222.000	1043.089
245.790	2201.000	1047.787
245.794	2181.000	1052.511
245.798	2165.000	1057.261
245.802	2149.000	1062.039
245.806	2135.000	1066.846
245.810	2122.000	1071.684
245.814	2110.000	1076.553
245.818	2098.000	1081.455
245.822	2087.000	1086.389
245.826	2075.000	1091.353
245.830	2063.000	1096.344
245.834	2050.000	1101.360
245.838	2037.000	1106.398
245.842	2022.000	1111.456
245.846	2009.000	1116.530
245.850	1994.000	1121.620
245.854	1979.000	1126.721
245.858	1964.000	1131.832
245.862	1948.000	1136.950
245.866	1933.000	1142.072
245.870	1919.000	1147.197
245.874	1904.000	1152.321
245.878	1888.000	1157.442
245.882	1872.000	1162.557
245.886	1857.000	1167.665
245.890	1842.000	1172.767
245.894	1827.000	1177.862
245.898	1813.000	1182.951
245.902	1800.000	1188.032
245.906	1787.000	1193.107
245.910	1774.000	1198.176
245.914	1760.000	1203.238
245.918	1747.000	1208.293
245.922	1732.000	1213.343
245.926	1718.000	1218.385
245.930	1704.000	1223.422
245.934	1691.000	1228.452
245.938	1677.000	1233.476
245.942	1665.000	1238.493
245.946	1652.000	1243.505
245.950	1639.000	1248.512
245.954	1628.000	1253.519
245.958	1617.000	1258.530
245.962	1605.000	1263.547
245.966	1596.000	1268.576
245.970	1585.000	1273.619
245.974	1576.000	1278.682
245.978	1566.000	1283.766
245.982	1555.000	1288.877
245.986	1544.000	1294.018
245.990	1533.000	1299.192
245.994	1522.000	1304.405
245.998	1513.000	1309.659
246.002	1503.000	1314.958
246.006	1494.000	1320.306
246.010	1485.000	1325.707
246.014	1477.000	1331.158
246.018	1469.000	1336.650
246.022	1462.000	1342.173
246.026	1456.000	1347.717
246.030	1452.000	1353.274
246.034	1446.000	1358.834
246.038	1442.000	1364.388
246.042	1439.000	1369.926
246.046	1437.000	1375.438
246.050	1436.000	1380.916
246.054	1436.000	1386.349
246.058	1436.000	1391.729
246.062	1436.000	1397.046
246.066	1436.000	1402.290
246.070	1436.000	1407.452
246.074	1436.000	1412.524
246.078	1435.000	1417.504
246.082	1436.000	1422.402
246.086	1434.000	1427.226
246.090	1433.000	1431.986
246.094	1432.000	1436.690
246.098	1430.000	1441.347
246.102	1428.000	1445.968
246.106	1426.000	1450.559
246.110	1425.000	1455.132
246.114	1424.000	1459.694
246.118	1423.000	1464.254
246.122	1422.000	1468.822
246.126	1421.000	1473.407
246.130	1421.000	1478.017
246.134	1421.000	1482.662
246.138	1422.000	1487.350
246.142	1423.000	1492.086
246.146	1424.000	1496.870
246.150	1425.000	1501.702
246.154	1426.000	1506.580
246.158	1427.000	1511.506
246.162	1428.000	1516.479
246.166	1428.000	1521.498
246.170	1430.000	1526.563
246.174	1431.000	1531.674
246.178	1433.000	1536.831
246.182	1436.000	1542.033
246.186	1439.000	1547.281
246.190	1443.000	1552.574
246.194	1449.000	1557.911
246.198	1458.000	1563.293
246.202	1470.000	1568.718
246.206	1484.000	1574.185
246.210	1503.000	1579.685
246.214	1526.000	1585.214
246.218	1554.000	1590.764
246.222	1586.000	1596.328
246.226	1622.000	1601.900
246.230	1663.000	1607.475
246.234	1707.000	1613.044
246.238	1755.000	1618.602
246.242	1807.000	1624.142
246.246	1861.000	1629.657
246.250	1920.000	1635.142
246.254	1980.000	1640.589
246.258	2041.000	1645.992
246.262	2103.000	1651.345
246.266	2167.000	1656.640
246.270	2229.000	1661.874
246.274	2292.000	1667.043
246.278	2352.000	1672.145
246.282	2411.000	1677.175
246.286	2467.000	1682.133
246.290	2520.000	1687.013
246.294	2571.000	1691.814
246.298	2618.000	1696.533
246.302	2662.000	1701.167
246.306	2701.000	1705.712
246.310	2740.000	1710.166
246.314	2773.000	1714.525
246.318	2803.000	1718.788
246.322	2831.000	1722.950
246.326	2856.000	1727.010
246.330	2878.000	1730.964
246.334	2898.000	1734.820
246.338	2917.000	1738.596
246.342	2933.000	1742.310
246.346	2948.000	1745.981
246.350	2963.000	1749.627
246.354	2977.000	1753.267
